#x_m,y_m,w_tr
-43.680218,36.713640,2.016369
-43.659338,36.643178,2.039215
-43.631713,36.575511,2.109191
-43.608330,36.506086,2.039215
-43.580705,36.438418,2.109191
-43.550091,36.371988,2.039215
-43.513257,36.308135,2.109191
-43.476851,36.244104,2.086705
-43.440446,36.180073,2.155243
-43.402796,36.116558,2.134195
-43.359879,36.055224,2.109191
-43.321966,35.991818,2.134195
-43.279049,35.930484,2.156682
-43.234361,35.869884,2.134195
-43.184933,35.811247,2.109191
-43.135505,35.752611,2.111709
-43.086077,35.693974,2.134195
-43.036649,35.635337,2.156682
-42.980709,35.579398,2.179168
-42.924770,35.523458,2.179168
-42.868830,35.467519,2.201654
-42.812891,35.411579,2.204172
-42.756951,35.355639,2.204172
-42.701012,35.299700,2.204172
-42.645072,35.243760,2.204172
-42.589132,35.187821,2.204172
-42.533193,35.131881,2.204172
-42.477253,35.075942,2.204172
-42.421314,35.020002,2.204172
-42.365374,34.964063,2.204172
-42.309435,34.908123,2.201654
-42.253495,34.852183,2.179168
-42.197556,34.796244,2.156682
-42.140818,34.742231,2.134195
-42.082181,34.692802,2.111709
-42.023545,34.643374,2.111709
-41.964908,34.593946,2.111709
-41.906271,34.544518,2.109191
-41.844938,34.501601,2.134195
-41.783604,34.458685,2.156682
-41.723068,34.413842,2.134195
-41.664431,34.364414,2.109191
-41.605794,34.314986,2.111709
-41.547158,34.265558,2.111709
-41.487221,34.219269,2.134195
-41.428584,34.169841,2.064219
-41.369947,34.120413,2.086705
-41.311311,34.070985,2.134195
-41.252674,34.021557,2.111709
-41.194037,33.972129,2.109191
-41.135400,33.922701,2.134195
-41.075367,33.876644,2.156682
-41.016731,33.827216,2.134195
-40.958094,33.777788,2.111709
-40.899457,33.728360,2.111709
-40.840820,33.678932,2.111709
-40.780885,33.632640,2.134195
-40.719551,33.589723,2.064219
-40.660914,33.540295,2.086705
-40.602278,33.490867,2.134195
-40.543641,33.441439,2.111709
-40.485004,33.392011,2.109191
-40.426368,33.342582,2.134195
