#s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
30.5954125,-42.8870522,38.1240869,4.2781163,0.0700076,5.3214258,-0.4293034
30.7953825,-42.9679410,37.9416611,4.3178315,0.2693574,5.3052687,-0.2651385
30.9953525,-43.0402325,37.7527590,4.3767805,0.3014081,5.2952655,-0.0731176
31.1953225,-43.1001177,37.5628052,4.4372927,0.2952550,5.2925036,0.0874279
31.3952926,-43.1490832,37.3685198,4.4927955,0.2665061,5.2958059,0.2428229
31.5952626,-43.1874481,37.1721156,4.5466364,0.2790190,5.3049670,0.3819625
31.7952326,-43.2148062,36.9740779,4.6038955,0.2894484,5.3193455,0.4927947
31.9952026,-43.2306809,36.7746892,4.6620779,0.2921390,5.3378390,0.5704234
32.1951726,-43.2348756,36.5746611,4.7208932,0.2957973,5.3591660,0.6182552
32.3951426,-43.2272487,36.3749349,4.7803242,0.2987579,5.3821859,0.6676075
32.5951127,-43.2077253,36.1760180,4.8401733,0.2998293,5.4069334,0.7596463
32.7950827,-43.1763273,35.9785868,4.8999881,0.2980472,5.4349555,0.9162577
32.9950527,-43.1332353,35.7833489,4.9590898,0.2923619,5.4685637,1.1460423
33.1950227,-43.0788209,35.5909450,5.0165970,0.2819572,5.5103119,1.4367819
33.3949927,-43.0136621,35.4019011,5.0715499,0.2669639,5.5622086,1.7553355
33.5949627,-42.9385164,35.2165939,5.1231442,0.2487342,5.6249616,2.0639033
33.7949328,-42.8542517,35.0352447,5.1709393,0.2292935,5.6978619,2.3403806
33.9949028,-42.7617593,34.8579437,5.2148698,0.2102236,5.7794154,2.5823843
34.1948728,-42.6618915,34.6846841,5.2550878,0.1921836,5.8680867,2.7971820
34.3948428,-42.5554350,34.5153886,5.2918102,0.1752518,5.9626459,2.9923445
34.5948128,-42.4431078,34.3499276,5.3252516,0.1593586,6.0621700,3.1725550
34.7947828,-42.3255626,34.1881319,5.3556159,0.1444631,6.1659336,3.3416352
34.9947529,-42.2033985,34.0298125,5.3831021,0.1305670,6.2733715,3.5004057
35.1947229,-42.0771541,33.8747567,5.4079102,0.1176888,6.3839755,3.6436997
35.3946929,-41.9472859,33.7227089,5.4302435,0.1058040,6.4971074,3.7766272
35.5946629,-41.8142202,33.5734373,5.4502956,0.0948737,6.6123240,3.9000687
35.7946329,-41.6783378,33.4267124,5.4682515,0.0848424,6.7292364,4.0149816
35.9946029,-41.5399785,33.2823104,5.4842847,0.0756506,6.8475086,4.1223453
36.1945730,-41.3994447,33.1400155,5.4985565,0.0672258,6.9668547,4.2231142
36.3945430,-41.2570073,32.9996220,5.5112153,0.0595265,7.0870344,4.3181550
36.5945130,-41.1129057,32.8609331,5.5223989,0.0524486,7.2078471,4.4082681
36.7944830,-40.9673604,32.7237679,5.5322295,0.0460570,7.3291270,4.4940636
36.9944530,-40.8205505,32.5879431,5.5408366,0.0399859,7.4507355,4.5775746
37.1944230,-40.6726794,32.4533150,5.5482164,0.0336795,7.5725963,4.6586650
37.3943931,-40.5239637,32.3197380,5.5543348,0.0287464,7.6946346,4.7312797
37.5943631,-40.3744661,32.1870130,5.5598910,0.0266035,7.8166252,4.7932680
37.7943331,-40.2242233,32.0550465,5.5649323,0.0238111,7.9383027,4.8485627
37.9943031,-40.0733567,31.9237993,5.5694165,0.0211655,8.0595151,4.8956715
38.1942731,-39.9219357,31.7931937,5.5734325,0.0190607,8.1800830,4.9337383
38.3942431,-39.7700163,31.6631660,5.5770599,0.0172799,8.2998167,4.8317792
38.5942132,-39.6176478,31.5336650,5.5803659,0.0157885,8.4154251,3.5756974
38.7941832,-39.4648709,31.4046455,5.5833792,0.0145326,8.4999673,0.0000046
38.9941532,-39.3117161,31.2760744,5.5862715,0.0144012,8.4999674,0.0000004
