# s_m; t_s; ax_mps2; ay_mps2; atot_mps2
116.4; 14.979; 0.000; -0.044; 0.044
116.6; 15.002; 0.000; -0.047; 0.047
116.8; 15.026; 0.000; -0.050; 0.050
117.0; 15.049; 0.000; -0.053; 0.053
117.2; 15.073; 0.000; -0.054; 0.054
117.4; 15.096; 0.000; -0.055; 0.055
117.6; 15.119; 0.000; -0.054; 0.054
117.8; 15.143; 0.000; -0.051; 0.051
118.0; 15.166; 0.000; -0.047; 0.047
118.2; 15.190; 0.000; -0.039; 0.039
118.4; 15.213; 0.000; -0.029; 0.029
118.6; 15.237; 0.000; -0.016; 0.016
118.8; 15.260; -0.000; 0.001; 0.001
119.0; 15.284; -0.000; 0.022; 0.022
119.2; 15.307; 0.000; 0.047; 0.047
119.4; 15.330; 0.000; 0.077; 0.077
119.6; 15.354; 0.000; 0.112; 0.112
119.8; 15.377; 0.000; 0.153; 0.153
120.0; 15.401; 0.000; 0.200; 0.200
120.2; 15.424; 0.000; 0.252; 0.252
120.4; 15.447; 0.000; 0.310; 0.310
120.6; 15.471; 0.000; 0.374; 0.374
120.8; 15.494; 0.000; 0.442; 0.442
121.0; 15.518; 0.000; 0.516; 0.516
121.2; 15.541; 0.001; 0.593; 0.593
121.4; 15.564; 0.001; 0.673; 0.673
121.6; 15.588; 0.001; 0.754; 0.754
121.8; 15.611; 0.001; 0.834; 0.834
122.0; 15.634; 0.002; 0.913; 0.913
122.2; 15.658; 0.002; 0.986; 0.986
122.4; 15.681; 0.002; 1.054; 1.054
122.6; 15.705; 0.002; 1.112; 1.112
122.8; 15.728; 0.003; 1.160; 1.160
123.0; 15.751; 0.003; 1.197; 1.197
123.2; 15.775; 0.003; 1.223; 1.223
123.4; 15.798; 0.003; 1.237; 1.237
123.6; 15.821; 0.003; 1.241; 1.241
123.8; 15.845; 0.003; 1.235; 1.235
124.0; 15.868; 0.003; 1.218; 1.218
124.2; 15.891; 0.003; 1.191; 1.191
124.4; 15.915; 0.003; 1.155; 1.155
124.6; 15.938; 0.003; 1.110; 1.110
124.8; 15.961; 0.003; 1.060; 1.060
125.0; 15.985; 0.003; 1.006; 1.006
125.2; 16.008; 0.002; 0.949; 0.949
125.4; 16.031; 0.002; 0.893; 0.893
125.6; 16.054; 0.002; 0.838; 0.838
125.8; 16.078; 0.002; 0.786; 0.786
126.0; 16.101; 0.001; 0.737; 0.737
126.2; 16.124; 0.001; 0.692; 0.692
126.4; 16.148; 0.001; 0.650; 0.650
126.6; 16.171; 0.001; 0.611; 0.611
126.8; 16.194; 0.001; 0.574; 0.574
127.0; 16.217; 0.001; 0.539; 0.539
127.2; 16.241; 0.001; 0.504; 0.504
127.4; 16.264; 0.001; 0.469; 0.469
127.6; 16.287; 0.000; 0.433; 0.433
127.8; 16.310; 0.000; 0.395; 0.395
128.0; 16.333; 0.000; 0.357; 0.357
128.2; 16.357; 0.000; 0.318; 0.318
128.4; 16.380; 0.000; 0.279; 0.279
128.6; 16.403; 0.000; 0.242; 0.242
128.8; 16.426; 0.000; 0.206; 0.206
129.0; 16.450; 0.000; 0.172; 0.172
129.2; 16.473; 0.000; 0.141; 0.141
129.4; 16.496; 0.000; 0.113; 0.113
129.6; 16.520; 0.000; 0.088; 0.088
129.8; 16.543; 0.000; 0.067; 0.067
130.0; 16.566; 0.000; 0.050; 0.050
130.2; 16.590; 0.000; 0.037; 0.037
130.4; 16.613; 0.000; 0.028; 0.028
130.6; 16.636; 0.000; 0.023; 0.023
130.8; 16.660; 0.000; 0.022; 0.022
131.0; 16.683; 0.000; 0.026; 0.026
131.2; 16.707; 0.000; 0.034; 0.034
131.4; 16.730; 0.000; 0.047; 0.047
131.6; 16.753; 0.000; 0.064; 0.064
131.8; 16.777; 0.000; 0.085; 0.085
132.0; 16.800; 0.000; 0.111; 0.111
132.2; 16.824; 0.000; 0.140; 0.140
132.4; 16.847; 0.000; 0.174; 0.174
132.6; 16.871; 0.000; 0.211; 0.211
132.8; 16.895; 0.000; 0.251; 0.251
133.0; 16.918; 0.000; 0.293; 0.293
133.2; 16.942; 0.000; 0.337; 0.337
133.4; 16.965; 0.000; 0.382; 0.382
133.6; 16.989; 0.000; 0.426; 0.426
133.8; 17.012; 0.000; 0.469; 0.469
134.0; 17.036; 0.000; 0.508; 0.508
134.2; 17.060; 0.001; 0.542; 0.542
134.4; 17.083; 0.001; 0.569; 0.569
134.6; 17.107; 0.001; 0.585; 0.585
134.8; 17.130; 0.001; 0.589; 0.589
135.0; 17.154; 0.001; 0.577; 0.577
