# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
0.0; 0.000; 8.11; 0.03708; -1.15518; 0.62396; -0.14427
0.2; 0.025; 8.02; 0.04238; -1.17447; 0.60008; -0.17213
0.4; 0.051; 7.94; 0.04729; -1.19676; 0.57148; -0.19942
0.6; 0.077; 7.86; 0.05207; -1.22883; 0.53814; -0.22601
0.8; 0.103; 7.80; 0.05656; -1.25010; 0.50013; -0.25179
1.0; 0.130; 7.78; 0.05920; -1.18639; 0.45750; -0.27527
1.2; 0.157; 7.76; 0.06038; -1.16190; 0.41042; -0.29572
1.4; 0.184; 7.74; 0.06093; -1.15033; 0.35929; -0.31359
1.6; 0.212; 7.73; 0.06114; -1.14359; 0.30457; -0.32886
1.8; 0.239; 7.71; 0.06110; -1.13901; 0.24683; -0.34138
2.0; 0.267; 7.69; 0.06088; -1.13567; 0.18675; -0.35086
2.2; 0.295; 7.67; 0.06048; -1.13319; 0.12511; -0.35698
2.4; 0.322; 7.65; 0.05995; -1.13138; 0.06279; -0.35936
2.6; 0.350; 7.63; 0.05928; -1.13008; 0.00078; -0.35758
2.8; 0.377; 7.62; 0.05852; -1.12915; -0.05985; -0.35119
3.0; 0.404; 7.60; 0.05766; -1.12844; -0.11795; -0.33971
3.2; 0.431; 7.59; 0.05672; -1.12786; -0.17235; -0.32272
3.4; 0.456; 7.57; 0.05573; -1.12736; -0.22192; -0.29982
3.6; 0.482; 7.56; 0.05468; -1.12703; -0.26559; -0.27075
3.8; 0.506; 7.55; 0.05361; -1.12710; -0.30240; -0.23542
4.0; 0.530; 7.54; 0.05253; -1.12798; -0.33157; -0.19398
4.2; 0.553; 7.53; 0.05146; -1.13014; -0.35247; -0.14690
4.4; 0.576; 7.52; 0.05045; -1.13369; -0.36461; -0.09499
4.6; 0.599; 7.52; 0.04950; -1.13728; -0.36760; -0.03941
4.8; 0.622; 7.51; 0.04862; -1.13947; -0.36108; 0.01842
5.0; 0.644; 7.50; 0.04776; -1.14029; -0.34471; 0.07682
5.2; 0.668; 7.50; 0.04690; -1.14014; -0.31816; 0.13393
5.4; 0.692; 7.49; 0.04601; -1.13941; -0.28113; 0.18709
5.6; 0.717; 7.49; 0.04507; -1.13841; -0.23373; 0.23241
5.8; 0.743; 7.49; 0.04409; -1.13740; -0.17693; 0.26666
6.0; 0.770; 7.48; 0.04307; -1.13667; -0.11271; 0.28931
6.2; 0.798; 7.48; 0.04206; -1.13645; -0.04345; 0.30172
6.4; 0.826; 7.48; 0.04108; -1.13669; 0.02850; 0.30556
6.6; 0.855; 7.48; 0.04015; -1.13676; 0.10105; 0.30225
6.8; 0.883; 7.49; 0.03929; -1.13509; 0.17242; 0.29303
7.0; 0.912; 7.49; 0.03844; -1.12875; 0.24113; 0.27892
7.2; 0.941; 7.50; 0.03746; -1.11298; 0.30600; 0.26085
7.4; 0.969; 7.51; 0.03613; -1.08080; 0.36609; 0.23974
7.6; 0.997; 7.52; 0.03408; -1.02318; 0.42068; 0.21651
7.8; 1.024; 7.54; 0.03091; -0.93107; 0.46927; 0.19221
8.0; 1.051; 7.58; 0.02636; -0.80213; 0.51153; 0.16787
8.2; 1.078; 7.63; 0.02075; -0.65215; 0.54739; 0.14416
8.4; 1.103; 7.71; 0.01513; -0.51367; 0.57705; 0.12131
8.6; 1.129; 7.80; 0.01062; -0.40728; 0.60105; 0.09961
8.8; 1.153; 7.90; 0.00752; -0.32941; 0.62014; 0.07961
9.0; 1.178; 8.01; 0.00555; -0.27118; 0.63502; 0.06156
9.2; 1.202; 8.12; 0.00430; -0.22809; 0.64628; 0.04523
9.4; 1.225; 8.24; 0.00350; -0.19836; 0.65433; 0.03036
9.6; 1.249; 8.36; 0.00299; -0.17932; 0.65951; 0.01673
9.8; 1.272; 8.47; 0.00267; -0.16651; 0.66208; 0.00422
10.0; 1.295; 8.50; 0.00278; -0.18032; 0.66227; -0.00757
10.2; 1.318; 8.50; 0.00308; -0.18115; 0.66027; -0.01863
10.4; 1.341; 8.50; 0.00325; -0.17000; 0.65624; -0.02865
10.6; 1.364; 8.50; 0.00324; -0.15522; 0.65036; -0.03741
10.8; 1.387; 8.50; 0.00311; -0.13914; 0.64285; -0.04487
11.0; 1.410; 8.50; 0.00290; -0.12276; 0.63392; -0.05119
11.2; 1.434; 8.50; 0.00264; -0.10665; 0.62376; -0.05669
11.4; 1.457; 8.50; 0.00235; -0.09120; 0.61251; -0.06162
11.6; 1.481; 8.50; 0.00206; -0.07666; 0.60025; -0.06610
11.8; 1.504; 8.50; 0.00178; -0.06321; 0.58708; -0.07015
12.0; 1.527; 8.50; 0.00151; -0.05095; 0.57309; -0.07380
12.2; 1.551; 8.50; 0.00126; -0.03993; 0.55834; -0.07708
12.4; 1.574; 8.50; 0.00102; -0.03015; 0.54291; -0.08002
12.6; 1.598; 8.50; 0.00081; -0.02159; 0.52688; -0.08265
12.8; 1.621; 8.50; 0.00063; -0.01422; 0.51030; -0.08499
13.0; 1.645; 8.50; 0.00046; -0.00795; 0.49323; -0.08708
13.2; 1.668; 8.50; 0.00032; -0.00272; 0.47573; -0.08894
13.4; 1.692; 8.50; 0.00019; 0.00155; 0.45785; -0.09058
13.6; 1.715; 8.50; 0.00009; 0.00496; 0.43963; -0.09204
13.8; 1.739; 8.50; 0.00001; 0.00760; 0.42110; -0.09334
14.0; 1.763; 8.50; -0.00006; 0.00956; 0.40231; -0.09448
14.2; 1.786; 8.50; -0.00012; 0.01093; 0.38328; -0.09549
14.4; 1.810; 8.50; -0.00016; 0.01179; 0.36405; -0.09637
14.6; 1.833; 8.50; -0.00019; 0.01222; 0.34463; -0.09715
14.8; 1.857; 8.50; -0.00021; 0.01229; 0.32507; -0.09783
15.0; 1.881; 8.50; -0.00022; 0.01207; 0.30536; -0.09841
15.2; 1.904; 8.50; -0.00022; 0.01163; 0.28554; -0.09890
15.4; 1.928; 8.50; -0.00022; 0.01101; 0.26563; -0.09932
15.6; 1.951; 8.50; -0.00021; 0.01026; 0.24563; -0.09965
15.8; 1.975; 8.50; -0.00020; 0.00942; 0.22558; -0.09991
16.0; 1.999; 8.50; -0.00019; 0.00854; 0.20548; -0.10010
16.2; 2.022; 8.50; -0.00018; 0.00763; 0.18535; -0.10022
16.4; 2.046; 8.50; -0.00016; 0.00672; 0.16520; -0.10026
16.6; 2.070; 8.50; -0.00015; 0.00584; 0.14505; -0.10023
16.8; 2.093; 8.50; -0.00013; 0.00499; 0.12492; -0.10013
17.0; 2.117; 8.50; -0.00011; 0.00419; 0.10482; -0.09995
17.2; 2.141; 8.50; -0.00010; 0.00345; 0.08476; -0.09970
17.4; 2.164; 8.50; -0.00008; 0.00277; 0.06477; -0.09938
17.6; 2.188; 8.50; -0.00007; 0.00215; 0.04485; -0.09897
17.8; 2.211; 8.50; -0.00006; 0.00161; 0.02502; -0.09849
18.0; 2.235; 8.50; -0.00004; 0.00113; 0.00531; -0.09793
18.2; 2.259; 8.50; -0.00003; 0.00072; -0.01428; -0.09728
18.4; 2.282; 8.50; -0.00002; 0.00037; -0.03373; -0.09655
18.6; 2.306; 8.50; -0.00002; 0.00009; -0.05303; -0.09574
18.8; 2.330; 8.50; -0.00001; -0.00013; -0.07214; -0.09484
19.0; 2.353; 8.50; -0.00000; -0.00030; -0.09106; -0.09385
19.2; 2.377; 8.50; 0.00000; -0.00042; -0.10977; -0.09277
19.4; 2.401; 8.50; 0.00000; -0.00048; -0.12825; -0.09161
19.6; 2.424; 8.50; 0.00001; -0.00051; -0.14648; -0.09035
19.8; 2.448; 8.50; 0.00001; -0.00048; -0.16444; -0.08899
20.0; 2.471; 8.50; 0.00001; -0.00042; -0.18212; -0.08755
20.2; 2.495; 8.50; 0.00001; -0.00032; -0.19949; -0.08601
20.4; 2.518; 8.50; 0.00001; -0.00019; -0.21654; -0.08437
20.6; 2.542; 8.50; 0.00001; -0.00002; -0.23325; -0.08264
20.8; 2.566; 8.50; 0.00000; 0.00017; -0.24959; -0.08080
21.0; 2.589; 8.50; 0.00000; 0.00040; -0.26556; -0.07887
21.2; 2.613; 8.50; -0.00000; 0.00064; -0.28112; -0.07685
21.4; 2.636; 8.50; -0.00001; 0.00091; -0.29626; -0.07474
21.6; 2.660; 8.50; -0.00001; 0.00120; -0.31098; -0.07258
21.8; 2.683; 8.50; -0.00002; 0.00149; -0.32525; -0.07041
22.0; 2.707; 8.50; -0.00002; 0.00180; -0.33910; -0.06823
22.2; 2.730; 8.50; -0.00003; 0.00211; -0.35250; -0.06605
22.4; 2.754; 8.50; -0.00003; 0.00241; -0.36547; -0.06387
22.6; 2.777; 8.50; -0.00004; 0.00271; -0.37799; -0.06168
22.8; 2.801; 8.50; -0.00004; 0.00297; -0.39008; -0.05949
23.0; 2.824; 8.50; -0.00005; 0.00321; -0.40174; -0.05730
23.2; 2.848; 8.50; -0.00005; 0.00339; -0.41295; -0.05511
23.4; 2.871; 8.50; -0.00006; 0.00352; -0.42373; -0.05292
23.6; 2.895; 8.50; -0.00006; 0.00356; -0.43407; -0.05074
23.8; 2.918; 8.50; -0.00006; 0.00351; -0.44398; -0.04856
24.0; 2.941; 8.50; -0.00007; 0.00334; -0.45344; -0.04638
24.2; 2.965; 8.50; -0.00006; 0.00303; -0.46248; -0.04422
24.4; 2.988; 8.50; -0.00006; 0.00256; -0.47109; -0.04207
24.6; 3.012; 8.50; -0.00005; 0.00189; -0.47926; -0.03994
24.8; 3.035; 8.50; -0.00005; 0.00101; -0.48702; -0.03784
25.0; 3.059; 8.50; -0.00003; -0.00012; -0.49435; -0.03576
25.2; 3.082; 8.50; -0.00002; -0.00151; -0.50127; -0.03372
25.4; 3.105; 8.50; 0.00000; -0.00321; -0.50778; -0.03172
25.6; 3.129; 8.50; 0.00003; -0.00522; -0.51390; -0.02977
25.8; 3.152; 8.50; 0.00006; -0.00758; -0.51962; -0.02788
26.0; 3.176; 8.50; 0.00010; -0.01030; -0.52497; -0.02605
26.2; 3.199; 8.50; 0.00014; -0.01339; -0.52995; -0.02429
26.4; 3.223; 8.50; 0.00019; -0.01686; -0.53459; -0.02262
26.6; 3.246; 8.50; 0.00025; -0.02070; -0.53888; -0.02104
26.8; 3.269; 8.50; 0.00032; -0.02491; -0.54287; -0.01956
27.0; 3.293; 8.50; 0.00039; -0.02945; -0.54655; -0.01819
27.2; 3.316; 8.50; 0.00046; -0.03428; -0.54996; -0.01693
27.4; 3.340; 8.50; 0.00055; -0.03935; -0.55311; -0.01579
27.6; 3.363; 8.50; 0.00064; -0.04457; -0.55603; -0.01478
27.8; 3.386; 8.50; 0.00073; -0.04985; -0.55874; -0.01390
28.0; 3.410; 8.50; 0.00083; -0.05506; -0.56128; -0.01315
28.2; 3.433; 8.50; 0.00093; -0.06006; -0.56365; -0.01252
28.4; 3.457; 8.50; 0.00102; -0.06469; -0.56590; -0.01200
28.6; 3.480; 8.50; 0.00111; -0.06874; -0.56803; -0.01159
28.8; 3.503; 8.50; 0.00120; -0.07203; -0.57007; -0.01127
29.0; 3.527; 8.50; 0.00127; -0.07436; -0.57204; -0.01102
29.2; 3.550; 8.50; 0.00133; -0.07554; -0.57395; -0.01081
29.4; 3.574; 8.50; 0.00138; -0.07545; -0.57582; -0.01062
29.6; 3.597; 8.50; 0.00140; -0.07406; -0.57763; -0.01041
29.8; 3.620; 8.50; 0.00140; -0.07144; -0.57940; -0.01016
30.0; 3.644; 8.50; 0.00137; -0.06784; -0.58111; -0.00983
30.2; 3.667; 8.50; 0.00133; -0.06350; -0.58276; -0.00942
30.4; 3.691; 8.50; 0.00127; -0.05864; -0.58432; -0.00890
30.6; 3.714; 8.50; 0.00119; -0.05345; -0.58578; -0.00827
30.8; 3.737; 8.50; 0.00111; -0.04811; -0.58713; -0.00752
31.0; 3.761; 8.50; 0.00102; -0.04276; -0.58833; -0.00666
31.2; 3.784; 8.50; 0.00092; -0.03751; -0.58936; -0.00567
31.4; 3.807; 8.50; 0.00082; -0.03247; -0.59021; -0.00457
31.6; 3.831; 8.50; 0.00072; -0.02769; -0.59084; -0.00336
31.8; 3.854; 8.50; 0.00063; -0.02324; -0.59125; -0.00205
32.0; 3.878; 8.50; 0.00054; -0.01915; -0.59140; -0.00064
32.2; 3.901; 8.50; 0.00046; -0.01543; -0.59128; 0.00085
32.4; 3.924; 8.50; 0.00038; -0.01210; -0.59087; 0.00241
32.6; 3.948; 8.50; 0.00031; -0.00915; -0.59016; 0.00405
32.8; 3.971; 8.50; 0.00025; -0.00658; -0.58913; 0.00574
33.0; 3.995; 8.50; 0.00019; -0.00436; -0.58778; 0.00748
33.2; 4.018; 8.50; 0.00014; -0.00249; -0.58608; 0.00926
33.4; 4.041; 8.50; 0.00010; -0.00092; -0.58403; 0.01108
33.6; 4.065; 8.50; 0.00006; 0.00036; -0.58163; 0.01292
33.8; 4.088; 8.50; 0.00003; 0.00137; -0.57886; 0.01479
34.0; 4.112; 8.50; 0.00000; 0.00216; -0.57573; 0.01667
34.2; 4.135; 8.50; -0.00002; 0.00275; -0.57223; 0.01856
34.4; 4.159; 8.50; -0.00003; 0.00315; -0.56835; 0.02045
34.6; 4.182; 8.50; -0.00004; 0.00341; -0.56410; 0.02235
34.8; 4.205; 8.50; -0.00005; 0.00353; -0.55948; 0.02425
35.0; 4.229; 8.50; -0.00006; 0.00356; -0.55447; 0.02614
35.2; 4.252; 8.50; -0.00006; 0.00349; -0.54909; 0.02803
35.4; 4.276; 8.50; -0.00006; 0.00336; -0.54334; 0.02990
35.6; 4.299; 8.50; -0.00006; 0.00318; -0.53721; 0.03177
35.8; 4.322; 8.50; -0.00006; 0.00296; -0.53071; 0.03363
36.0; 4.346; 8.50; -0.00006; 0.00271; -0.52384; 0.03548
36.2; 4.369; 8.50; -0.00006; 0.00245; -0.51661; 0.03732
36.4; 4.393; 8.50; -0.00005; 0.00219; -0.50900; 0.03914
36.6; 4.416; 8.50; -0.00005; 0.00193; -0.50103; 0.04095
36.8; 4.440; 8.50; -0.00004; 0.00167; -0.49270; 0.04275
37.0; 4.463; 8.50; -0.00004; 0.00143; -0.48401; 0.04454
37.2; 4.487; 8.50; -0.00003; 0.00120; -0.47497; 0.04632
37.4; 4.510; 8.50; -0.00003; 0.00099; -0.46556; 0.04809
37.6; 4.534; 8.50; -0.00002; 0.00080; -0.45580; 0.04985
37.8; 4.557; 8.50; -0.00002; 0.00064; -0.44569; 0.05160
38.0; 4.580; 8.50; -0.00002; 0.00049; -0.43523; 0.05334
38.2; 4.604; 8.50; -0.00001; 0.00036; -0.42442; 0.05507
38.4; 4.627; 8.50; -0.00001; 0.00026; -0.41327; 0.05679
38.6; 4.651; 8.50; -0.00001; 0.00018; -0.40177; 0.05851
38.8; 4.674; 8.50; -0.00001; 0.00011; -0.38992; 0.06021
39.0; 4.698; 8.50; -0.00000; 0.00006; -0.37774; 0.06192
39.2; 4.721; 8.50; -0.00000; 0.00003; -0.36521; 0.06361
39.4; 4.745; 8.50; -0.00000; 0.00001; -0.35234; 0.06530
39.6; 4.768; 8.50; -0.00000; 0.00001; -0.33913; 0.06698
39.8; 4.792; 8.50; -0.00000; 0.00002; -0.32558; 0.06866
40.0; 4.815; 8.50; -0.00000; 0.00003; -0.31170; 0.07033
40.2; 4.839; 8.50; -0.00000; 0.00005; -0.29748; 0.07200
40.4; 4.863; 8.50; -0.00000; 0.00008; -0.28292; 0.07366
40.6; 4.886; 8.50; -0.00000; 0.00012; -0.26803; 0.07531
40.8; 4.910; 8.50; -0.00000; 0.00015; -0.25281; 0.07697
41.0; 4.933; 8.50; -0.00000; 0.00018; -0.23725; 0.07861
41.2; 4.957; 8.50; -0.00000; 0.00021; -0.22136; 0.08026
41.4; 4.980; 8.50; -0.00000; 0.00023; -0.20514; 0.08189
41.6; 5.004; 8.50; -0.00000; 0.00025; -0.18859; 0.08353
41.8; 5.027; 8.50; -0.00000; 0.00025; -0.17170; 0.08515
42.0; 5.051; 8.50; -0.00000; 0.00024; -0.15449; 0.08677
42.2; 5.075; 8.50; -0.00000; 0.00022; -0.13695; 0.08839
42.4; 5.098; 8.50; -0.00000; 0.00017; -0.11909; 0.09000
42.6; 5.122; 8.50; -0.00000; 0.00010; -0.10089; 0.09159
42.8; 5.145; 8.50; -0.00000; 0.00001; -0.08238; 0.09316
43.0; 5.169; 8.50; -0.00000; -0.00012; -0.06355; 0.09463
43.2; 5.193; 8.50; 0.00000; -0.00028; -0.04444; 0.09598
43.4; 5.216; 8.50; 0.00000; -0.00047; -0.02506; 0.09717
43.6; 5.240; 8.50; 0.00001; -0.00070; -0.00546; 0.09822
43.8; 5.264; 8.50; 0.00001; -0.00097; 0.01434; 0.09911
44.0; 5.287; 8.50; 0.00001; -0.00128; 0.03431; 0.09984
44.2; 5.311; 8.50; 0.00002; -0.00164; 0.05441; 0.10042
44.4; 5.335; 8.50; 0.00002; -0.00204; 0.07461; 0.10084
44.6; 5.358; 8.50; 0.00003; -0.00248; 0.09489; 0.10111
44.8; 5.382; 8.50; 0.00004; -0.00296; 0.11520; 0.10122
45.0; 5.406; 8.50; 0.00005; -0.00348; 0.13552; 0.10117
45.2; 5.429; 8.50; 0.00006; -0.00402; 0.15581; 0.10095
45.4; 5.453; 8.50; 0.00006; -0.00459; 0.17605; 0.10058
45.6; 5.476; 8.50; 0.00007; -0.00516; 0.19618; 0.10005
45.8; 5.500; 8.50; 0.00009; -0.00574; 0.21620; 0.09936
46.0; 5.524; 8.50; 0.00010; -0.00629; 0.23605; 0.09850
46.2; 5.547; 8.50; 0.00011; -0.00680; 0.25572; 0.09749
46.4; 5.571; 8.50; 0.00012; -0.00725; 0.27516; 0.09631
46.6; 5.595; 8.50; 0.00013; -0.00760; 0.29434; 0.09498
46.8; 5.618; 8.50; 0.00013; -0.00783; 0.31324; 0.09350
47.0; 5.642; 8.50; 0.00014; -0.00790; 0.33182; 0.09187
47.2; 5.665; 8.50; 0.00014; -0.00776; 0.35004; 0.09008
47.4; 5.689; 8.50; 0.00014; -0.00738; 0.36789; 0.08816
47.6; 5.712; 8.50; 0.00014; -0.00671; 0.38533; 0.08610
47.8; 5.736; 8.50; 0.00013; -0.00568; 0.40233; 0.08391
48.0; 5.759; 8.50; 0.00012; -0.00426; 0.41888; 0.08161
48.2; 5.783; 8.50; 0.00010; -0.00237; 0.43494; 0.07919
48.4; 5.806; 8.50; 0.00008; 0.00004; 0.45049; 0.07668
48.6; 5.830; 8.50; 0.00004; 0.00302; 0.46552; 0.07409
48.8; 5.853; 8.50; -0.00001; 0.00663; 0.48000; 0.07142
49.0; 5.877; 8.50; -0.00006; 0.01094; 0.49393; 0.06870
49.2; 5.900; 8.50; -0.00013; 0.01597; 0.50729; 0.06593
49.4; 5.923; 8.50; -0.00021; 0.02177; 0.52008; 0.06315
49.6; 5.947; 8.50; -0.00030; 0.02837; 0.53229; 0.06036
49.8; 5.970; 8.50; -0.00041; 0.03578; 0.54391; 0.05759
50.0; 5.993; 8.50; -0.00053; 0.04399; 0.55496; 0.05485
50.2; 6.017; 8.50; -0.00067; 0.05297; 0.56544; 0.05217
50.4; 6.040; 8.50; -0.00082; 0.06267; 0.57536; 0.04955
50.6; 6.063; 8.50; -0.00099; 0.07298; 0.58473; 0.04701
50.8; 6.087; 8.50; -0.00117; 0.08380; 0.59357; 0.04457
51.0; 6.110; 8.50; -0.00136; 0.09495; 0.60189; 0.04223
51.2; 6.133; 8.50; -0.00156; 0.10623; 0.60971; 0.04001
51.4; 6.156; 8.50; -0.00177; 0.11737; 0.61707; 0.03789
51.6; 6.179; 8.50; -0.00197; 0.12808; 0.62396; 0.03587
51.8; 6.203; 8.50; -0.00218; 0.13800; 0.63043; 0.03394
52.0; 6.226; 8.50; -0.00238; 0.14674; 0.63647; 0.03206
52.2; 6.249; 8.50; -0.00257; 0.15390; 0.64211; 0.03022
52.4; 6.272; 8.50; -0.00273; 0.15905; 0.64735; 0.02837
52.6; 6.295; 8.50; -0.00287; 0.16187; 0.65218; 0.02645
52.8; 6.318; 8.50; -0.00297; 0.16216; 0.65660; 0.02441
53.0; 6.341; 8.50; -0.00302; 0.15988; 0.66059; 0.02220
53.2; 6.364; 8.50; -0.00303; 0.15541; 0.66411; 0.01975
53.4; 6.387; 8.50; -0.00300; 0.14943; 0.66712; 0.01704
53.6; 6.410; 8.50; -0.00293; 0.14263; 0.66959; 0.01404
53.8; 6.433; 8.50; -0.00283; 0.13567; 0.67146; 0.01082
54.0; 6.456; 8.50; -0.00272; 0.12914; 0.67270; 0.00745
54.2; 6.479; 8.50; -0.00260; 0.12358; 0.67330; 0.00403
54.4; 6.503; 8.50; -0.00248; 0.11946; 0.67326; 0.00060
54.6; 6.526; 8.50; -0.00239; 0.11719; 0.67257; -0.00279
54.8; 6.549; 8.50; -0.00231; 0.11708; 0.67123; -0.00611
55.0; 6.572; 8.50; -0.00227; 0.11942; 0.66927; -0.00929
55.2; 6.595; 8.50; -0.00227; 0.12437; 0.66671; -0.01229
55.4; 6.618; 8.50; -0.00231; 0.13207; 0.66358; -0.01503
55.6; 6.641; 8.50; -0.00240; 0.14255; 0.65993; -0.01745
55.8; 6.664; 8.50; -0.00254; 0.15577; 0.65581; -0.01950
56.0; 6.687; 8.50; -0.00274; 0.17161; 0.65130; -0.02111
56.2; 6.710; 8.50; -0.00298; 0.18983; 0.64647; -0.02222
56.4; 6.733; 8.50; -0.00328; 0.21014; 0.64142; -0.02278
56.6; 6.757; 8.50; -0.00363; 0.23211; 0.63626; -0.02276
56.8; 6.780; 8.50; -0.00401; 0.25522; 0.63108; -0.02211
57.0; 6.803; 8.50; -0.00444; 0.27884; 0.62602; -0.02083
57.2; 6.826; 8.50; -0.00489; 0.30225; 0.62118; -0.01891
57.4; 6.849; 8.50; -0.00536; 0.32460; 0.61668; -0.01637
57.6; 6.872; 8.50; -0.00584; 0.34489; 0.61265; -0.01325
57.8; 6.896; 8.50; -0.00630; 0.36191; 0.60920; -0.00961
58.0; 6.919; 8.50; -0.00672; 0.37446; 0.60641; -0.00555
58.2; 6.942; 8.50; -0.00708; 0.38157; 0.60438; -0.00118
58.4; 6.965; 8.50; -0.00736; 0.38248; 0.60317; 0.00336
58.6; 6.989; 8.50; -0.00752; 0.37724; 0.60281; 0.00793
58.8; 7.012; 8.50; -0.00756; 0.36683; 0.60332; 0.01239
59.0; 7.035; 8.50; -0.00749; 0.35206; 0.60470; 0.01663
59.2; 7.058; 8.50; -0.00730; 0.33364; 0.60692; 0.02057
59.4; 7.082; 8.50; -0.00701; 0.31224; 0.60992; 0.02413
59.6; 7.105; 8.50; -0.00664; 0.28850; 0.61366; 0.02724
59.8; 7.128; 8.50; -0.00621; 0.26317; 0.61804; 0.02987
60.0; 7.151; 8.50; -0.00573; 0.23711; 0.62297; 0.03198
60.2; 7.175; 8.50; -0.00522; 0.21099; 0.62838; 0.03357
60.4; 7.198; 8.50; -0.00470; 0.18541; 0.63415; 0.03464
60.6; 7.221; 8.50; -0.00418; 0.16081; 0.64019; 0.03521
60.8; 7.244; 8.50; -0.00368; 0.13753; 0.64639; 0.03530
61.0; 7.268; 8.50; -0.00319; 0.11582; 0.65267; 0.03496
61.2; 7.291; 8.50; -0.00274; 0.09584; 0.65893; 0.03422
61.4; 7.314; 8.50; -0.00232; 0.07768; 0.66511; 0.03312
61.6; 7.338; 8.50; -0.00193; 0.06136; 0.67111; 0.03170
61.8; 7.361; 8.50; -0.00158; 0.04688; 0.67688; 0.03001
62.0; 7.384; 8.50; -0.00126; 0.03417; 0.68235; 0.02808
62.2; 7.408; 8.50; -0.00098; 0.02317; 0.68749; 0.02597
62.4; 7.431; 8.50; -0.00073; 0.01376; 0.69224; 0.02369
62.6; 7.454; 8.50; -0.00051; 0.00582; 0.69658; 0.02130
62.8; 7.478; 8.50; -0.00033; -0.00076; 0.70047; 0.01881
63.0; 7.501; 8.50; -0.00017; -0.00612; 0.70390; 0.01627
63.2; 7.524; 8.50; -0.00004; -0.01040; 0.70685; 0.01370
63.4; 7.548; 8.50; 0.00007; -0.01372; 0.70931; 0.01112
63.6; 7.571; 8.50; 0.00015; -0.01622; 0.71129; 0.00855
63.8; 7.594; 8.50; 0.00022; -0.01801; 0.71277; 0.00601
64.0; 7.618; 8.50; 0.00028; -0.01922; 0.71376; 0.00351
64.2; 7.641; 8.50; 0.00032; -0.01993; 0.71427; 0.00106
64.4; 7.664; 8.50; 0.00034; -0.02026; 0.71431; -0.00132
64.6; 7.688; 8.50; 0.00036; -0.02027; 0.71389; -0.00363
64.8; 7.711; 8.50; 0.00037; -0.02004; 0.71302; -0.00587
65.0; 7.734; 8.50; 0.00037; -0.01962; 0.71171; -0.00803
65.2; 7.758; 8.50; 0.00037; -0.01906; 0.70998; -0.01010
65.4; 7.781; 8.50; 0.00037; -0.01839; 0.70785; -0.01208
65.6; 7.805; 8.50; 0.00036; -0.01764; 0.70532; -0.01397
65.8; 7.828; 8.50; 0.00035; -0.01680; 0.70243; -0.01577
66.0; 7.852; 8.50; 0.00033; -0.01588; 0.69919; -0.01747
66.2; 7.875; 8.50; 0.00032; -0.01487; 0.69561; -0.01906
66.4; 7.898; 8.50; 0.00030; -0.01375; 0.69173; -0.02056
66.6; 7.922; 8.50; 0.00028; -0.01248; 0.68755; -0.02194
66.8; 7.945; 8.50; 0.00026; -0.01103; 0.68310; -0.02321
67.0; 7.969; 8.50; 0.00024; -0.00935; 0.67841; -0.02437
67.2; 7.992; 8.50; 0.00021; -0.00739; 0.67348; -0.02540
67.4; 8.016; 8.50; 0.00018; -0.00510; 0.66836; -0.02630
67.6; 8.039; 8.50; 0.00014; -0.00240; 0.66307; -0.02706
67.8; 8.063; 8.50; 0.00009; 0.00076; 0.65763; -0.02766
68.0; 8.086; 8.50; 0.00004; 0.00445; 0.65207; -0.02811
68.2; 8.110; 8.50; -0.00002; 0.00873; 0.64643; -0.02838
68.4; 8.133; 8.50; -0.00009; 0.01366; 0.64074; -0.02846
68.6; 8.157; 8.50; -0.00017; 0.01929; 0.63503; -0.02833
68.8; 8.180; 8.50; -0.00026; 0.02567; 0.62936; -0.02798
69.0; 8.204; 8.50; -0.00036; 0.03282; 0.62376; -0.02739
69.2; 8.227; 8.50; -0.00048; 0.04076; 0.61828; -0.02654
69.4; 8.251; 8.50; -0.00062; 0.04947; 0.61297; -0.02541
69.6; 8.274; 8.50; -0.00076; 0.05891; 0.60789; -0.02399
69.8; 8.298; 8.50; -0.00093; 0.06903; 0.60309; -0.02226
70.0; 8.322; 8.50; -0.00110; 0.07971; 0.59863; -0.02021
70.2; 8.345; 8.50; -0.00129; 0.09080; 0.59458; -0.01782
70.4; 8.369; 8.50; -0.00149; 0.10211; 0.59100; -0.01510
70.6; 8.392; 8.50; -0.00170; 0.11339; 0.58796; -0.01203
70.8; 8.416; 8.50; -0.00191; 0.12433; 0.58553; -0.00863
71.0; 8.439; 8.50; -0.00212; 0.13455; 0.58376; -0.00492
71.2; 8.463; 8.50; -0.00232; 0.14360; 0.58273; -0.00091
71.4; 8.487; 8.50; -0.00251; 0.15096; 0.58249; 0.00336
71.6; 8.510; 8.50; -0.00268; 0.15605; 0.58309; 0.00784
71.8; 8.534; 8.50; -0.00281; 0.15822; 0.58457; 0.01246
72.0; 8.557; 8.50; -0.00290; 0.15676; 0.58697; 0.01715
72.2; 8.581; 8.50; -0.00294; 0.15099; 0.59029; 0.02180
72.4; 8.605; 8.50; -0.00291; 0.14028; 0.59453; 0.02631
72.6; 8.628; 8.50; -0.00279; 0.12420; 0.59967; 0.03055
72.8; 8.652; 8.39; -0.00294; 0.12598; 0.60564; 0.03475
73.0; 8.676; 8.16; -0.00345; 0.12937; 0.61241; 0.03912
73.2; 8.701; 7.93; -0.00370; 0.10588; 0.61997; 0.04331
