# s_m; t_s; ax_mps2; ay_mps2; atot_mps2
0.0; 0.000; -0.094; 8.753; 8.754
0.2; 0.024; -0.347; 8.672; 8.679
0.4; 0.048; -2.190; 8.496; 8.774
0.6; 0.072; -2.092; 8.537; 8.790
0.8; 0.097; -0.254; 8.746; 8.749
1.0; 0.121; -0.161; 8.803; 8.804
1.2; 0.145; -0.147; 8.823; 8.824
1.4; 0.169; -0.144; 8.829; 8.830
1.6; 0.193; -0.144; 8.830; 8.832
1.8; 0.217; -0.146; 8.830; 8.831
2.0; 0.241; -0.148; 8.829; 8.830
2.2; 0.265; -0.149; 8.828; 8.829
2.4; 0.289; -0.146; 8.828; 8.829
2.6; 0.312; -0.141; 8.829; 8.830
2.8; 0.336; -0.134; 8.831; 8.832
3.0; 0.359; -0.124; 8.833; 8.834
3.2; 0.382; -0.112; 8.836; 8.837
3.4; 0.404; -0.099; 8.839; 8.839
3.6; 0.427; -0.086; 8.842; 8.842
3.8; 0.449; -0.071; 8.844; 8.844
4.0; 0.471; -0.057; 8.845; 8.845
4.2; 0.493; -0.041; 8.846; 8.846
4.4; 0.514; -0.026; 8.846; 8.846
4.6; 0.535; -0.009; 8.846; 8.846
4.8; 0.555; 0.008; 8.846; 8.846
5.0; 0.575; 0.025; 8.845; 8.845
5.2; 0.595; 0.043; 8.843; 8.843
5.4; 0.614; 0.061; 8.842; 8.842
5.6; 0.633; 0.079; 8.840; 8.841
5.8; 0.652; 0.097; 8.839; 8.840
6.0; 0.671; 0.114; 8.838; 8.839
6.2; 0.691; 0.131; 8.836; 8.837
6.4; 0.710; 0.148; 8.832; 8.833
6.6; 0.731; 0.166; 8.825; 8.827
6.8; 0.751; 0.186; 8.817; 8.819
7.0; 0.773; 0.207; 8.808; 8.810
7.2; 0.796; 0.230; 8.798; 8.801
7.4; 0.819; 0.255; 8.788; 8.791
7.6; 0.843; 0.282; 8.776; 8.780
7.8; 0.867; 0.312; 8.762; 8.767
8.0; 0.892; 0.345; 8.746; 8.753
8.2; 0.917; 0.379; 8.728; 8.736
8.4; 0.943; 0.417; 8.707; 8.717
8.6; 0.970; 0.457; 8.683; 8.695
8.8; 0.996; 0.499; 8.656; 8.670
9.0; 1.023; 0.545; 8.625; 8.642
9.2; 1.050; 0.593; 8.590; 8.611
9.4; 1.077; 0.645; 8.551; 8.576
9.6; 1.104; 0.700; 8.508; 8.536
9.8; 1.131; 0.759; 8.459; 8.493
10.0; 1.158; 0.821; 8.406; 8.445
10.2; 1.185; 0.885; 8.347; 8.394
10.4; 1.212; 0.951; 8.286; 8.340
10.6; 1.239; 1.018; 8.221; 8.284
10.8; 1.265; 1.084; 8.156; 8.228
11.0; 1.292; 1.146; 8.092; 8.173
11.2; 1.318; 1.205; 8.031; 8.121
11.4; 1.344; 1.259; 7.972; 8.070
11.6; 1.370; 1.310; 7.913; 8.021
11.8; 1.395; 1.363; 7.850; 7.968
12.0; 1.421; 1.424; 7.775; 7.904
12.2; 1.446; 1.502; 7.675; 7.820
12.4; 1.472; 1.609; 7.533; 7.703
12.6; 1.497; 1.762; 7.329; 7.537
12.8; 1.522; 1.975; 7.036; 7.308
13.0; 1.547; 2.259; 6.631; 7.006
13.2; 1.571; 2.617; 6.099; 6.636
13.4; 1.596; 3.030; 5.446; 6.232
13.6; 1.620; 3.464; 4.707; 5.844
13.8; 1.644; 0.060; 4.128; 4.128
14.0; 1.668; 0.041; 3.651; 3.651
14.2; 1.692; 0.032; 3.107; 3.107
14.4; 1.716; 0.023; 2.521; 2.521
14.6; 1.740; 0.015; 1.938; 1.938
14.8; 1.764; 0.009; 1.395; 1.395
15.0; 1.788; 0.004; 0.914; 0.914
15.2; 1.812; 0.002; 0.502; 0.502
15.4; 1.835; 0.000; 0.158; 0.158
15.6; 1.859; -0.000; -0.122; 0.122
15.8; 1.883; -0.000; -0.344; 0.344
16.0; 1.907; 0.000; -0.514; 0.514
16.2; 1.931; 0.000; -0.639; 0.639
16.4; 1.954; 0.001; -0.726; 0.726
16.6; 1.978; 0.001; -0.780; 0.780
16.8; 2.002; 0.001; -0.806; 0.806
17.0; 2.026; 0.001; -0.809; 0.809
17.2; 2.049; 0.001; -0.794; 0.794
17.4; 2.073; 0.001; -0.764; 0.764
17.6; 2.097; 0.001; -0.722; 0.722
17.8; 2.120; 0.001; -0.673; 0.673
18.0; 2.144; 0.001; -0.618; 0.618
18.2; 2.168; 0.001; -0.560; 0.560
18.4; 2.191; 0.001; -0.500; 0.500
18.6; 2.215; 0.001; -0.440; 0.440
18.8; 2.238; 0.000; -0.381; 0.381
19.0; 2.262; 0.000; -0.324; 0.324
19.2; 2.285; 0.000; -0.270; 0.270
19.4; 2.309; 0.000; -0.219; 0.219
19.6; 2.332; 0.000; -0.171; 0.171
19.8; 2.356; 0.000; -0.126; 0.126
20.0; 2.379; 0.000; -0.085; 0.085
20.2; 2.402; 0.000; -0.048; 0.048
20.4; 2.426; 0.000; -0.014; 0.014
20.6; 2.449; -0.000; 0.017; 0.017
20.8; 2.472; -0.000; 0.046; 0.046
21.0; 2.496; 0.000; 0.071; 0.071
21.2; 2.519; 0.000; 0.094; 0.094
21.4; 2.542; 0.000; 0.114; 0.114
21.6; 2.565; 0.000; 0.131; 0.131
21.8; 2.588; 0.000; 0.146; 0.146
22.0; 2.611; 0.000; 0.159; 0.159
22.2; 2.634; 0.000; 0.168; 0.168
22.4; 2.657; 0.000; 0.175; 0.175
22.6; 2.680; 0.000; 0.178; 0.178
22.8; 2.703; 0.000; 0.176; 0.176
23.0; 2.726; 0.000; 0.170; 0.170
23.2; 2.749; 0.000; 0.158; 0.158
23.4; 2.772; 0.000; 0.139; 0.139
23.6; 2.795; 0.000; 0.111; 0.111
23.8; 2.818; 0.000; 0.074; 0.074
24.0; 2.841; 0.000; 0.027; 0.027
24.2; 2.864; -0.000; -0.033; 0.033
24.4; 2.887; -0.000; -0.107; 0.107
24.6; 2.910; 0.000; -0.196; 0.196
24.8; 2.933; 0.000; -0.302; 0.302
25.0; 2.957; 0.000; -0.424; 0.424
25.2; 2.980; 0.000; -0.566; 0.566
25.4; 3.003; 0.001; -0.726; 0.726
25.6; 3.026; 0.001; -0.905; 0.905
25.8; 3.049; 0.002; -1.103; 1.103
26.0; 3.072; 0.003; -1.319; 1.319
26.2; 3.096; 0.004; -1.552; 1.552
26.4; 3.119; 0.005; -1.800; 1.800
26.6; 3.142; 0.007; -2.059; 2.059
26.8; 3.165; 0.009; -2.325; 2.325
27.0; 3.188; 0.012; -2.595; 2.595
27.2; 3.212; 0.015; -2.863; 2.863
27.4; 3.235; 0.019; -3.122; 3.122
27.6; 3.258; 0.022; -3.361; 3.361
27.8; 3.281; 0.026; -3.568; 3.568
28.0; 3.305; 0.030; -3.731; 3.732
28.2; 3.328; 0.033; -3.843; 3.844
28.4; 3.351; 0.035; -3.897; 3.897
28.6; 3.374; 0.037; -3.885; 3.886
28.8; 3.398; 0.037; -3.807; 3.807
29.0; 3.421; 0.035; -3.666; 3.666
29.2; 3.444; 0.033; -3.474; 3.475
29.4; 3.467; 0.029; -3.245; 3.245
29.6; 3.491; 0.025; -2.987; 2.987
29.8; 3.514; 0.021; -2.712; 2.713
30.0; 3.537; 0.017; -2.431; 2.431
30.2; 3.560; 0.014; -2.151; 2.151
30.4; 3.584; 0.011; -1.879; 1.879
30.6; 3.607; 0.008; -1.621; 1.621
30.8; 3.630; 0.006; -1.380; 1.380
31.0; 3.654; 0.004; -1.158; 1.158
31.2; 3.677; 0.003; -0.958; 0.958
31.4; 3.700; 0.002; -0.779; 0.779
31.6; 3.724; 0.001; -0.622; 0.622
31.8; 3.747; 0.001; -0.485; 0.485
32.0; 3.770; 0.001; -0.369; 0.369
32.2; 3.794; 0.000; -0.272; 0.272
32.4; 3.817; 0.000; -0.192; 0.192
32.6; 3.840; 0.000; -0.128; 0.128
32.8; 3.864; 0.000; -0.079; 0.079
33.0; 3.887; 0.000; -0.043; 0.043
33.2; 3.910; 0.000; -0.018; 0.018
33.4; 3.934; 0.000; -0.003; 0.003
33.6; 3.957; 0.000; 0.005; 0.005
33.8; 3.980; 0.000; 0.006; 0.006
34.0; 4.004; 0.000; 0.002; 0.002
34.2; 4.027; 0.000; -0.004; 0.004
34.4; 4.050; 0.000; -0.012; 0.012
34.6; 4.074; 0.000; -0.021; 0.021
34.8; 4.097; 0.000; -0.029; 0.029
35.0; 4.120; 0.000; -0.036; 0.036
35.2; 4.144; 0.000; -0.041; 0.041
35.4; 4.167; 0.000; -0.045; 0.045
35.6; 4.190; 0.000; -0.048; 0.048
35.8; 4.214; 0.000; -0.049; 0.049
36.0; 4.237; 0.000; -0.049; 0.049
36.2; 4.261; 0.000; -0.048; 0.048
36.4; 4.284; 0.000; -0.047; 0.047
36.6; 4.307; 0.000; -0.044; 0.044
36.8; 4.331; 0.000; -0.042; 0.042
37.0; 4.354; 0.000; -0.039; 0.039
37.2; 4.378; 0.000; -0.036; 0.036
37.4; 4.401; 0.000; -0.032; 0.032
37.6; 4.424; 0.000; -0.029; 0.029
37.8; 4.448; 0.000; -0.026; 0.026
38.0; 4.471; 0.000; -0.023; 0.023
38.2; 4.495; 0.000; -0.020; 0.020
38.4; 4.518; 0.000; -0.017; 0.017
38.6; 4.542; 0.000; -0.015; 0.015
38.8; 4.565; 0.000; -0.013; 0.013
39.0; 4.589; 0.000; -0.011; 0.011
39.2; 4.612; 0.000; -0.009; 0.009
39.4; 4.636; 0.000; -0.007; 0.007
39.6; 4.659; 0.000; -0.006; 0.006
39.8; 4.683; 0.000; -0.005; 0.005
40.0; 4.706; 0.000; -0.004; 0.004
40.2; 4.729; 0.000; -0.003; 0.003
40.4; 4.753; 0.000; -0.003; 0.003
40.6; 4.776; 0.000; -0.002; 0.002
40.8; 4.800; 0.000; -0.002; 0.002
41.0; 4.824; 0.000; -0.002; 0.002
41.2; 4.847; 0.000; -0.001; 0.001
41.4; 4.871; 0.000; -0.001; 0.001
41.6; 4.894; 0.000; -0.001; 0.001
41.8; 4.918; 0.000; -0.001; 0.001
42.0; 4.941; 0.000; -0.001; 0.001
42.2; 4.965; 0.000; -0.001; 0.001
42.4; 4.988; 0.000; -0.001; 0.001
42.6; 5.012; 0.000; -0.002; 0.002
42.8; 5.035; 0.000; -0.002; 0.002
43.0; 5.059; 0.000; -0.002; 0.002
43.2; 5.083; 0.000; -0.002; 0.002
43.4; 5.106; 0.000; -0.002; 0.002
43.6; 5.130; 0.000; -0.002; 0.002
43.8; 5.153; 0.000; -0.002; 0.002
44.0; 5.177; 0.000; -0.003; 0.003
44.2; 5.200; 0.000; -0.003; 0.003
44.4; 5.224; 0.000; -0.003; 0.003
44.6; 5.248; 0.000; -0.003; 0.003
44.8; 5.271; -0.000; -0.003; 0.003
45.0; 5.295; -0.000; -0.003; 0.003
45.2; 5.318; -0.000; -0.003; 0.003
45.4; 5.342; -0.000; -0.003; 0.003
45.6; 5.366; -0.000; -0.003; 0.003
45.8; 5.389; -0.000; -0.003; 0.003
46.0; 5.413; -0.000; -0.003; 0.003
46.2; 5.436; -0.000; -0.003; 0.003
46.4; 5.460; -0.000; -0.003; 0.003
46.6; 5.483; -0.000; -0.003; 0.003
