#x_m,y_m,w_tr
40.370612,9.390574,1.566795
40.381011,9.481863,1.510511
40.391410,9.573152,1.483435
40.402966,9.663961,1.456359
40.414521,9.754770,1.429282
40.426077,9.845580,1.539719
40.437633,9.936389,1.512643
40.449188,10.027199,1.512643
40.460095,10.118277,1.512643
40.461344,10.213356,1.512643
40.461344,10.308952,1.512643
40.461344,10.404548,1.512643
40.461344,10.500144,1.512643
40.461344,10.595740,1.512643
40.461344,10.691336,1.512643
40.461344,10.786932,1.512643
40.461344,10.882528,1.512643
40.456653,10.976180,1.512643
40.445098,11.066990,1.512643
40.433542,11.157799,1.512643
40.421986,11.248609,1.512643
40.410430,11.339418,1.402206
40.398875,11.430228,1.456359
40.385270,11.520189,1.483435
40.366850,11.608155,1.510511
40.355294,11.698964,1.566795
40.340618,11.788481,1.593872
40.317507,11.874504,1.483435
40.294395,11.960527,1.510511
40.267091,12.044813,1.593445
40.234473,12.126898,1.483435
40.211361,12.212921,1.510511
40.182985,12.296763,1.593445
40.151439,12.379292,1.483435
40.128327,12.465315,1.510511
40.098879,12.548713,1.593445
40.068405,12.631686,1.510511
40.039370,12.715256,1.593445
40.004703,12.796492,1.510511
39.969791,12.877627,1.593445
39.935124,12.958864,1.510511
39.895361,13.037989,1.510511
39.855474,13.117064,1.593445
39.816125,13.196361,1.483435
39.775825,13.275264,1.510511
39.736889,13.354732,1.483435
39.696176,13.433464,1.510511
39.657653,13.513103,1.483861
39.616526,13.591664,1.566795
39.578417,13.671475,1.510511
39.536877,13.749864,1.510511
39.499181,13.829846,1.510511
39.456098,13.907597,1.510511
39.410645,13.984365,1.510511
39.367562,14.062116,1.483435
39.322522,14.139056,1.510511
39.279439,14.216806,1.483861
39.234813,14.293917,1.566795
39.183559,14.368283,1.510511
39.138465,14.445201,1.510511
39.095382,14.522951,1.510511
39.049875,14.599697,1.510511
39.006792,14.677448,1.566795
38.955537,14.751813,1.510511
38.907718,14.827602,1.510511
38.864635,14.905352,1.510511
38.818412,14.981802,1.510511
38.775328,15.059552,1.483861
38.726498,15.134922,1.566795
38.675952,15.209581,1.510511
38.632869,15.287332,1.483861
38.586646,15.363782,1.566795
38.543563,15.441532,1.510511
38.497459,15.518031,1.566795
38.446204,15.592397,1.510511
38.402589,15.669927,1.510511
38.358797,15.747384,1.566795
38.307543,15.821749,1.510511
38.261320,15.898199,1.566795
38.210066,15.972565,1.510511
38.163724,16.048966,1.510511
38.120641,16.126716,1.566795
38.069919,16.201302,1.510511
38.021265,16.276745,1.510511
37.978182,16.354495,1.483435
37.931959,16.430945,1.510511
37.888876,16.508695,1.483861
37.840880,16.584411,1.566795
37.789625,16.658777,1.510511
37.746542,16.736527,1.483435
37.700859,16.813200,1.510511
37.657775,16.890951,1.483861
37.612506,16.967795,1.566795
37.561251,17.042161,1.510511
37.516802,17.119345,1.510511
37.473718,17.197096,1.510511
37.428855,17.274109,1.510511
37.385772,17.351859,1.566795
37.334518,17.426225,1.510511
37.287342,17.502280,1.510511
